60.0;45;460
97.3;74;465.51
127.1;98;465.51
181.8;151;474.83
274;236;479
382;376;482.77
450;422;482.31
484;442;484
507;538;484.07
535;534;484.36
590;593;485.15
637;659;484.87
670;949;1440.9
700;949;1449.3
655;890;1453.5
634;653;485.30
588;626;485
581;554;484
